Provider,Price,Deployment Type,CPU,RAM,STORAGE,external_egress,internal_egress,Autoscaling,Term_Length,Instance_Type,OS,Region,Scaling_to_zero,AppService_Domain,Certificates,Regional_redundancy,Container_support
Google,0.4154246575,WebApp,2,1,10,1000,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,0.4380273973,WebApp,2,2,50,1000,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,0.4880273973,WebApp,2,7,50,1000,100,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,0.7000273973,WebApp,4,14,50,1000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,0.4980273973,WebApp,2,8,50,1000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,0.7200273973,WebApp,4,16,50,1000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,1.42430137,WebApp,8,32,50,2000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,0.7638356164,WebApp,1,0.5,10,4000,400,no,0,A_Shared,Windows,US,yes,no,A_no,yes,no
Google,0.8638356164,WebApp,2,1,10,4000,400,no,0,A_Shared,Windows,US,yes,no,A_no,yes,no
Google,0.9665753425,WebApp,2,2,10,4000,600,no,0,A_Shared,Windows,US,yes,no,A_no,yes,no
Google,1.066575342,WebApp,4,2,10,4000,600,no,0,A_Shared,Windows,US,yes,no,A_no,yes,no
Google,0.7665753425,WebApp,1,0.5,10,4000,600,yes,0,A_Shared,Windows,US,yes,no,A_no,yes,no
Google,0.8578082192,WebApp,2,1,10,4000,600,yes,0,A_Shared,Windows,US,yes,no,A_no,no,no
Google,0.9578082192,WebApp,2,2,10,4000,600,yes,0,A_Shared,Windows,US,yes,no,A_no,no,no
Google,0.8472167808,WebApp,1,1.75,250,4000,600,yes,0,A_Shared,Windows,US,yes,no,A_no,yes,yes
Google,0.9122417808,WebApp,2,3.5,250,4000,600,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,1.042291781,WebApp,4,7,250,4000,600,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.8438212329,WebApp,1,0.5,250,4000,1000,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,1.249286301,WebApp,2,1,1000,4000,1000,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.9276191781,WebApp,2,2,1000,2000,1000,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.9631191781,WebApp,2,7,1000,2000,1000,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,1.131717808,WebApp,4,14,1000,2000,2000,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.9839178082,WebApp,2,8,1000,2000,2000,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,1.145917808,WebApp,4,16,1000,2000,2000,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,1.469917808,WebApp,8,32,1000,2000,2000,yes,0,A_Shared,Windows,US,no,no,A_no,yes,yes
Google,0.4930136986,WebApp,1,0.5,1000,2000,2000,no,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Google,0.6230136986,WebApp,2,1,1000,2000,2000,no,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Google,0.7530136986,WebApp,2,2,1000,2000,2000,no,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Google,0.8830136986,WebApp,4,2,1000,2000,100,no,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Google,0.4930136986,WebApp,1,0.5,1000,2000,100,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Google,0.6230136986,WebApp,2,1,1000,2000,100,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Google,0.7530136986,WebApp,2,2,1000,2000,100,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Google,0.7166267123,WebApp,1,1.75,500,2000,100,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,yes
Google,1.129143836,WebApp,2,3.5,500,4000,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,1.296643836,WebApp,4,7,500,4000,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,1.034143836,WebApp,1,0.5,500,4000,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,1.106643836,WebApp,2,1,500,4000,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,1.115643836,WebApp,2,2,500,4000,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,1.160643836,WebApp,2,7,500,4000,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,yes,yes
Google,1.20690411,WebApp,4,14,500,4000,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,no,yes
Google,1.01690411,WebApp,2,8,500,4000,100,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,no,yes
Google,1.22490411,WebApp,4,16,500,4000,400,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,no,yes
Google,1.64090411,WebApp,8,32,500,4000,400,yes,0,A_Shared,Windows,A_Europe,no,no,A_no,no,yes
Google,0.677739726,WebApp,1,0.5,50,1000,600,no,0,A_Shared,Windows,South America,yes,no,A_no,yes,no
Google,0.6811643836,WebApp,2,1,50,1000,600,no,0,A_Shared,Windows,South America,yes,yes,A_no,yes,no
Google,0.6297945205,WebApp,2,2,250,1000,600,no,0,A_Shared,Windows,South America,yes,yes,A_no,no,no
Google,0.7797945205,WebApp,4,2,250,1000,600,no,0,A_Shared,Windows,South America,yes,yes,A_no,no,no
Google,0.3297945205,WebApp,1,0.5,250,1000,2000,yes,0,A_Shared,Windows,South America,yes,yes,A_no,no,no
Google,0.6441780822,WebApp,2,1,250,2000,2000,yes,0,A_Shared,Windows,South America,yes,yes,A_no,no,no
Google,0.7941780822,WebApp,2,2,250,2000,2000,yes,0,A_Shared,Windows,South America,yes,yes,A_no,no,no
Google,0.77325,WebApp,1,1.75,50,4000,400,yes,0,A_Shared,Windows,South America,yes,no,A_no,no,yes
Google,0.8715,WebApp,2,3.5,50,4000,400,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,1.068,WebApp,4,7,50,4000,400,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.7595,WebApp,1,0.5,50,4000,400,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.5152328767,WebApp,2,1,50,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.5262328767,WebApp,2,2,50,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.5812328767,WebApp,2,7,50,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.8860958904,WebApp,4,14,250,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.6620958904,WebApp,2,8,250,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.9080958904,WebApp,4,16,250,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,1.40009589,WebApp,8,32,250,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.4755890411,WebApp,1,0.5,1000,2000,400,no,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,0.5915890411,WebApp,2,1,1000,2000,400,no,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,0.7075890411,WebApp,2,2,1000,2000,600,no,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,1.152356164,WebApp,4,2,1000,4000,600,no,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,0.8043561644,WebApp,1,0.5,1000,4000,600,yes,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,0.9169315068,WebApp,2,1,1000,4000,600,yes,0,A_Shared,Windows,Asia,yes,no,A_no,no,no
Google,1.032931507,WebApp,2,2,1000,4000,600,yes,0,A_Shared,Windows,Asia,yes,no,A_no,no,no
Google,0.7455068493,WebApp,1,1.75,50,4000,2000,yes,0,A_Shared,Windows,Asia,yes,no,A_no,no,yes
Google,0.8195068493,WebApp,2,3.5,50,4000,2000,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.9675068493,WebApp,4,7,50,4000,2000,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.7355068493,WebApp,1,0.5,50,4000,2000,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.8408767123,WebApp,2,1,50,4000,2000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.8351780822,WebApp,2,2,50,4000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.5464109589,WebApp,2,7,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.7224109589,WebApp,4,14,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.5544109589,WebApp,2,8,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.7384109589,WebApp,4,16,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,1.106410959,WebApp,8,32,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.6880547945,WebApp,1,0.5,1000,2000,600,no,0,A_Shared,Windows,Australia,yes,no,A_no,no,no
Google,1.34460274,WebApp,2,1,1000,4000,600,no,0,A_Shared,Windows,Australia,yes,no,A_no,no,no
Google,1.484027397,WebApp,2,2,1000,4000,1000,no,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,1.620027397,WebApp,4,2,1000,4000,1000,no,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,1.212027397,WebApp,1,0.5,1000,4000,1000,yes,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,1.348027397,WebApp,2,1,1000,4000,1000,yes,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,1.484027397,WebApp,2,2,1000,4000,1000,yes,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,0.6878150685,WebApp,1,1.75,250,2000,400,yes,0,A_Shared,Windows,Australia,yes,no,A_no,no,yes
Google,0.7763150685,WebApp,2,3.5,250,2000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,0.8879041096,WebApp,4,7,250,2000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.6099041096,WebApp,1,0.5,250,2000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.6886438356,WebApp,2,1,250,2000,600,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.7065205479,WebApp,2,2,500,2000,600,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.277068493,WebApp,2,7,500,4000,600,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.494547945,WebApp,4,14,500,4000,1000,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.292547945,WebApp,2,8,500,4000,1000,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.514547945,WebApp,4,16,500,4000,1000,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.958547945,WebApp,8,32,500,4000,1000,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Amazon,0.05879863014,WebApp,1,0.5,10,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,no,no
Amazon,0.08269863014,WebApp,1,2,10,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,no,no
Amazon,0.1106986301,WebApp,2,4,10,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,no,no
Amazon,0.07029863014,WebApp,2,1,10,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,no,no
Amazon,0.08989863014,WebApp,2,2,10,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,no,no
Amazon,0.1628684932,WebApp,2,8,10,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.4350684932,WebApp,4,7,10,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.4880684932,WebApp,4,32,10,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.4074931507,WebApp,4,8,50,400,100,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.2976027397,WebApp,4,16,50,400,400,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.5376027397,WebApp,8,32,50,400,400,yes,0,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.06400273973,WebApp,1,0.5,50,400,400,yes,1,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.08227534247,WebApp,1,2,50,400,400,yes,1,A_Shared,Windows,US,yes,no,A_no,yes,no
Amazon,0.1049753425,WebApp,2,4,50,400,400,yes,1,A_Shared,Windows,US,yes,no,A_no,yes,no
Amazon,0.1472479452,WebApp,2,1,50,1000,400,yes,1,A_Shared,Windows,US,yes,no,A_no,yes,no
Amazon,0.1639479452,WebApp,2,2,50,1000,400,yes,1,A_Shared,Windows,US,yes,no,A_no,yes,no
Amazon,0.2181479452,WebApp,2,8,50,1000,400,yes,1,A_Shared,Windows,US,yes,no,A_no,yes,no
Amazon,0.4595479452,WebApp,4,7,50,1000,400,yes,1,A_Shared,Windows,US,yes,no,A_no,yes,no
Amazon,0.4856712329,WebApp,4,32,250,1000,400,yes,1,A_Shared,Windows,US,yes,no,A_no,yes,no
Amazon,0.4446712329,WebApp,4,8,250,1000,400,yes,1,A_Shared,Windows,US,yes,no,A_no,yes,no
Amazon,0.3257917808,WebApp,4,16,250,1000,400,yes,1,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.5192917808,WebApp,8,32,250,1000,400,yes,1,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.1373917808,WebApp,1,0.5,250,1000,400,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.1528917808,WebApp,1,2,250,1000,400,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.1711917808,WebApp,2,4,250,1000,600,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.1465917808,WebApp,2,1,250,1000,600,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.1608917808,WebApp,2,2,250,1000,600,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.2010917808,WebApp,2,8,250,1000,600,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.7880547945,WebApp,4,7,250,4000,600,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.8040547945,WebApp,4,32,250,4000,600,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.7680547945,WebApp,4,8,250,4000,600,yes,3,A_Shared,Windows,US,yes,no,A_no,no,no
Amazon,0.6764054795,WebApp,4,16,500,4000,600,yes,3,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.8326054795,WebApp,8,32,500,4000,600,yes,3,A_Shared,Windows,US,yes,yes,A_no,yes,no
Amazon,0.5260054795,WebApp,1,0.5,500,4000,600,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.5432054795,WebApp,1,2,500,4000,600,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.5618054795,WebApp,2,4,500,4000,600,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.5306054795,WebApp,2,1,500,4000,600,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.5410054795,WebApp,2,2,500,4000,600,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.6034054795,WebApp,2,8,500,4000,600,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.7192054795,WebApp,4,7,500,4000,600,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.7516849315,WebApp,4,32,500,4000,1000,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.7134931507,WebApp,4,8,1000,4000,1000,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.7098931507,WebApp,4,16,1000,4000,1000,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.8762931507,WebApp,8,32,1000,4000,1000,yes,0,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.5475931507,WebApp,1,0.5,1000,4000,1000,yes,1,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.3134178082,WebApp,1,2,1000,2000,1000,yes,1,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.3269178082,WebApp,2,4,1000,2000,1000,yes,1,A_Shared,A_Linux,US,yes,yes,A_no,yes,no
Amazon,0.2907191781,WebApp,2,1,1000,2000,1000,yes,1,A_Shared,A_Linux,US,yes,yes,A_no,no,no
Amazon,0.2971917808,WebApp,2,2,1000,2000,1000,yes,1,A_Shared,A_Linux,US,yes,no,A_no,no,no
Amazon,0.3471917808,WebApp,2,8,1000,2000,1000,yes,1,dedicated,A_Linux,US,yes,no,A_no,no,no
Amazon,0.4411917808,WebApp,4,7,1000,2000,1000,yes,1,dedicated,A_Linux,US,yes,no,A_no,no,no
Amazon,0.4601917808,WebApp,4,32,1000,2000,1000,yes,1,dedicated,A_Linux,US,yes,no,A_no,no,no
Amazon,0.4151917808,WebApp,4,8,1000,2000,1000,yes,1,dedicated,A_Linux,US,yes,no,A_no,no,no
Amazon,0.4120917808,WebApp,4,16,1000,2000,1000,yes,1,dedicated,A_Linux,US,yes,no,A_no,no,no
Amazon,0.5419917808,WebApp,8,32,1000,2000,1000,yes,1,dedicated,A_Linux,US,yes,no,A_no,no,no
Amazon,0.2498315068,WebApp,1,0.5,10,2000,1000,yes,3,A_Shared,A_Linux,US,yes,no,A_no,no,no
Amazon,0.272130137,WebApp,1,2,10,2000,1000,yes,3,A_Shared,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.281230137,WebApp,2,4,10,2000,1000,yes,3,A_Shared,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.1562410959,WebApp,2,1,10,1000,2000,yes,3,A_Shared,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.1613410959,WebApp,2,2,10,1000,2000,yes,3,A_Shared,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.1973410959,WebApp,2,8,10,1000,2000,yes,3,dedicated,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.2630410959,WebApp,4,7,10,1000,2000,yes,3,dedicated,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.2820410959,WebApp,4,32,10,1000,2000,yes,3,dedicated,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.2430410959,WebApp,4,8,10,1000,2000,yes,3,dedicated,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.2435410959,WebApp,4,16,10,1000,2000,yes,3,dedicated,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.3360410959,WebApp,8,32,10,1000,2000,yes,3,dedicated,A_Linux,US,yes,no,A_no,yes,no
Amazon,0.07560958904,WebApp,1,0.5,250,1000,2000,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Amazon,0.102609589,WebApp,1,2,250,1000,2000,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Amazon,0.133009589,WebApp,2,4,250,1000,2000,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Amazon,0.06041232877,WebApp,2,1,250,1000,100,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.08161232877,WebApp,2,2,250,1000,100,yes,0,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.170439726,WebApp,2,8,250,400,100,yes,0,dedicated,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.474239726,WebApp,4,7,250,400,100,yes,0,dedicated,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.514239726,WebApp,4,32,250,400,100,yes,0,dedicated,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.431239726,WebApp,4,8,250,400,100,yes,0,dedicated,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.319039726,WebApp,4,16,250,400,100,yes,0,dedicated,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.5601958904,WebApp,8,32,10,400,100,yes,0,dedicated,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.01039589041,WebApp,1,0.5,10,400,100,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.03379589041,WebApp,1,2,10,400,100,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.06079589041,WebApp,2,4,10,400,100,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.02179589041,WebApp,2,1,10,400,100,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,no,no
Amazon,0.04226575342,WebApp,2,2,10,400,100,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Amazon,0.1921315068,WebApp,2,8,500,400,400,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Amazon,0.4499315068,WebApp,4,7,500,400,400,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Amazon,0.4669315068,WebApp,4,32,500,400,400,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Amazon,0.4229315068,WebApp,4,8,500,4000,400,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Amazon,0.3177315068,WebApp,4,16,500,4000,400,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Amazon,0.5506315068,WebApp,8,32,500,4000,400,yes,1,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Amazon,0.09113150685,WebApp,1,0.5,500,4000,400,yes,3,A_Shared,Windows,A_Europe,yes,yes,A_no,yes,no
Amazon,0.1089041096,WebApp,1,2,500,4000,400,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Amazon,0.1305041096,WebApp,2,4,500,4000,400,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Amazon,0.1002041096,WebApp,2,1,500,4000,400,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,yes,no
Amazon,0.1109246575,WebApp,2,2,500,4000,400,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.1625246575,WebApp,2,8,500,4000,400,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.4014246575,WebApp,4,7,500,4000,600,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.4054246575,WebApp,4,32,500,4000,600,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.3734246575,WebApp,4,8,500,4000,600,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.2649246575,WebApp,4,16,500,4000,600,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.3746684932,WebApp,8,32,10,4000,600,yes,3,A_Shared,Windows,A_Europe,yes,no,A_no,no,no
Amazon,0.6733958904,WebApp,1,0.5,10,4000,600,yes,0,A_Shared,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.6952958904,WebApp,1,2,10,4000,600,yes,0,A_Shared,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.2271150685,WebApp,2,4,50,1000,600,yes,0,A_Shared,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.1875150685,WebApp,2,1,50,1000,600,yes,0,A_Shared,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.2007150685,WebApp,2,2,50,1000,600,yes,0,A_Shared,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.2862150685,WebApp,2,8,50,1000,600,yes,0,dedicated,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.4586849315,WebApp,4,7,50,400,600,yes,0,dedicated,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.3636849315,WebApp,4,32,50,400,600,yes,0,dedicated,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.2846849315,WebApp,4,8,50,400,600,yes,0,dedicated,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.2994849315,WebApp,4,16,50,400,600,yes,0,dedicated,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.5233849315,WebApp,8,32,50,400,600,yes,0,dedicated,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.08088493151,WebApp,1,0.5,50,400,600,yes,1,A_Shared,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.1952150685,WebApp,1,2,50,1000,600,yes,1,A_Shared,A_Linux,Asia,yes,no,A_no,yes,no
Amazon,0.2121726027,WebApp,2,4,10,1000,600,yes,1,A_Shared,A_Linux,Asia,yes,yes,A_no,yes,no
Amazon,0.1834726027,WebApp,2,1,10,1000,600,yes,1,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.1930726027,WebApp,2,2,10,1000,600,yes,1,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.2566726027,WebApp,2,8,10,1000,600,yes,1,dedicated,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.3784520548,WebApp,4,7,10,1000,1000,yes,1,dedicated,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.3934520548,WebApp,4,32,10,1000,1000,yes,1,dedicated,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.3434520548,WebApp,4,8,10,1000,1000,yes,1,dedicated,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.3787561644,WebApp,4,16,1000,1000,1000,yes,1,dedicated,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.5441561644,WebApp,8,32,1000,1000,1000,yes,1,dedicated,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.2169561644,WebApp,1,0.5,1000,1000,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.2275561644,WebApp,1,2,1000,1000,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.2390561644,WebApp,2,4,1000,1000,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.2197561644,WebApp,2,1,1000,1000,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.2262561644,WebApp,2,2,1000,1000,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.1662260274,WebApp,2,8,1000,400,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.2111917808,WebApp,4,7,50,400,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.2241917808,WebApp,4,32,50,400,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.1831917808,WebApp,4,8,50,400,1000,yes,3,A_Shared,A_Linux,Asia,yes,yes,A_no,no,no
Amazon,0.1841643836,WebApp,4,16,50,400,1000,yes,3,A_Shared,A_Linux,Asia,yes,no,A_no,no,no
Amazon,0.2871643836,WebApp,8,32,50,400,1000,yes,3,A_Shared,A_Linux,Asia,yes,no,A_no,no,no
